name,addr,lat,lng
新大內,台南市大內區石城里石子瀨122之153號,23.11928182,120.3562453
麻學,台南市麻豆區大山里8鄰大山腳1之80號,23.1961,120.21966
安立,台南市安南區安中路四段150號,23.0495947,120.1701385
關聖,台南市關廟區南雄路一段471號,22.93933013,120.3339518
善營,台南市善化區小新里成功路173之1號,23.12848731,120.3137418
新吉,台南市安定區新吉里新吉126之12_126之13號,23.08466157,120.2103414
少觀,台南市南區大林路113號,22.97540516,120.2110823
楠西,台南市楠西區鹿田里11鄰油車61號之10,23.16729,120.49093
新運河,台南市中西區府前路二段239號1樓,22.99191695,120.1906931
慶國,台南市安平區慶平路531號,22.9972617,120.1719042
新安順,台南市安南區安和路三段55-1號57號1樓,23.04475844,120.2172108
大目降,台南市新化區正新路233號,23.0361485,120.3028916
新雙新,台南市新市區永就里中山路227號1樓,23.0676552,120.2910756
新佳興,台南市佳里區東寧里文化路196號1樓,23.16316352,120.1768915
豐平,台南市安平區平豐路430號1樓,22.99423679,120.1638302
新朝琴,台南市鹽水區岸內里朝琴路143號1樓,23.32491664,120.2746606
新府緯,台南市南區西門路一段553號1樓,22.983786,120.1975786
安運,台南市安平區平安里華平路742號1樓,22.99906915,120.1759292
寶園,台南市北區元寶里北園街78號78-1號78-2號78-3號1樓,23.0122442,120.2230114
新玉馥,台南市玉井區玉田里中山路97號1樓號中華路255-1號1樓,23.12049317,120.4636546
國民,台南市南區國民路150號152號,22.96744838,120.2121138
新郡安,台南市安南區溪北里安和路一段105號1樓,23.02823186,120.2144549
新海成,台南市北區海安路三段2號1樓,23.00070293,120.1988898
東科,台南市新市區三舍里大順三路125號1樓,23.10237274,120.2884494
新佳忠,台南市佳里區安西里忠孝路212號1樓,23.16941352,120.1706244
新下營,台南市下營區下營里中山路一段46號48號1樓,23.2350526,120.2621289
新裕新,台南市新營區新進路二段90號1樓,23.30059141,120.3109458
新興運,台南市新化區護國里中山路211號,23.04138311,120.3128141
金都,台南市南區金華路一段235號1樓,22.96712058,120.1901126
三村,台南市永康區鹽行里仁愛街68號70號1樓,23.04430985,120.2391453
康樂,台南市中西區安海里康樂街223號1樓2樓,22.99478714,120.1949391
康興,台南市永康區中華路196號1樓,23.00450285,120.2354512
崇華,台南市東區崇善路259號1樓,22.97848289,120.226137
新科,台南市新市區新市里中興街162號1樓,23.07809407,120.291969
新高,台南市新營區福安里復興路762號,23.30873701,120.2862916
南英,台南市中西區永福路一段30號32號1樓,22.986,120.2001883
香洋,台南市關廟區香洋里中山路一段203號1樓,22.95880713,120.3318127
雙永,台南市永康區永大一路60號1樓,23.01785476,120.2606249
樹谷,台南市新市區中心路2號1樓,23.10310981,120.2607029
東凱,台南市東區東安路102號,22.99345616,120.2266175
府安,台南市安南區溪東里北安路二段59號61號,23.02591365,120.20492
瓏埔,台南市永康區龍埔街108號,23.03413529,120.263673
